,LISACBE,TwinLISA,LISAGrande,LISAU,GoBIGLISA,ALIA,ALIAtwin,GoBIGALIA
XX1.1.bXX,184.22279685207894,106.10113344768106,214.20539145805654,444.4708651949238,9.013567458780361,10.076942247437804,5.7978392019725495,0.3324527837403128
1.1.c,4656.989654763589,2692.8277795688014,5380.341890424995,11243.529736596163,229.4950028299519,276.80197432363923,159.36185366986044,9.149417904658542
1.1.d,49772.622444653796,28729.028894880852,48492.18265273854,101389.65184289048,2188.0056801934056,5826.011910874436,3119.066515076804,159.1509123465558
1.1.e,284314.7460367609,164238.40823159757,302516.9614623524,631784.8899168926,13204.544452151802,26690.51781736049,14805.279101254453,795.7591484411042
1.1.f,8.158858060975769,4.730925136947278,9.487165744316815,19.92407385001169,0.40738706836838035,0.4467806166182809,0.258470317739271,0.014983465868318684
1.1.g,139709.68964290767,80784.83338706405,161410.25671274983,337305.89209788485,6884.850084898557,8304.059229709177,4780.855610095813,274.48253713975623
1.1.h,2328.4948273817945,1346.4138897844007,2690.1709452124974,5621.764868298082,114.74750141497594,138.40098716181961,79.68092683493022,4.574708952329271
1.1.i,38.80824712302991,22.44023149640668,44.83618242020829,93.69608113830135,1.9124583569162656,2.3066831193636603,1.328015447248837,0.07624514920548785
XX1.2.bXX,257.05022927525334,147.99520242025088,295.66404320158546,613.1343590041765,12.464495734749569,16.09230016890746,9.243676977661593,0.5283512625603619
1.2.c,2.0804542404388875,1.2038818134202312,2.410159181309322,5.043255642205547,0.10295882924856017,0.1197600871675857,0.06905938144034783,0.0039774606751023164
1.2.d,52459.84995291933,30297.08320828178,59655.684647859984,124410.4198525759,2546.634782351807,3598.7718976212727,2054.8485630754726,116.11753599164808
1.2.e,874.3308325486555,504.95138680469637,994.2614107976664,2073.506997542932,42.44391303919679,59.97953162702122,34.24747605125788,1.935292266527468
XX1.3.bXX,20.265216348591288,11.647299812667903,18.919780747514796,39.10354160134901,0.8518902030575786,2.6127495167896795,1.4765540373278412,0.08188864799016563
1.3.c,149.39000941079863,85.59702173211592,127.5591601443121,264.5889794841158,6.014984753922111,21.566623422902765,10.910462633497675,0.5205323440512318
1.3.d,3932.1179018205185,1970.0004987278062,1355.2062223946227,2415.6752703324464,94.510054804579,1402.231802857001,342.18804732738005,12.152857617952353
1.3.e,16224.7167947288,8754.707719178261,7545.46572444184,14749.423126604188,474.63099072620514,4074.083284508544,1480.921124937897,57.55015976071978
1.3.f,4481.700282323959,2567.9106519634774,3826.774804329363,7937.669384523473,180.4495426176633,646.9987026870829,327.31387900493024,15.615970321536953
1.3.g,57.974864678952905,33.575014586325125,67.63678695141562,141.7235888578905,2.8908317071808036,3.004505305238794,1.7381240072653321,0.10075463044278028
2.1.a,1525625.8324266789,834840.0652697082,151171.08540584592,8450.618581564233,21966.20140969788,1525784.0547277902,834852.6566360282,43933.120861100644
2.1.b,25427.097207111317,13914.00108782847,2519.5180900974324,140.84364302607057,366.103356828298,25429.734245463173,13914.210943933804,732.218681018344
2.1.c,7.4881971116485575,0.08848651623507812,0.10774440368141451,0.014940180458406786,0.0017667211902410703,30.31335057882623,0.07164194032839481,0.0023880646778467645
2.1.d,55963.448054967135,661.3101552558162,560.4237409877929,6.406762482582803,11.022483507799764,280032.7774804519,661.8608993818133,22.06202999543353
2.1.e,43743.91061482537,516.913269372561,439.4527525940412,10.230235557089129,8.619327418561312,218976.7489838217,517.5347824588472,17.25115942059549
2.1.f,224.64591334945672,2.654595487052344,3.232332110442435,0.4482054137522035,0.053001635707232105,909.4005173647869,2.149258209851844,0.07164194033540294
XX2.2.bXX,7.45775017729486,0.0881267514916603,0.13645484466742538,0.021548575560711124,0.0019377874144664792,23.99842950434581,0.05671734597823629,0.0018905781994439804
